Period,Data_value,STATUS,UNITS,Subject,Group,Series_title_1,Series_title_2
1979.03,-1.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
1980.03,2.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
1981.03,-2.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
1982.03,-0.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
1983.03,-13.4,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
1984.03,-8.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
1985.03,0,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
1986.03,-10.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
1987.03,-4,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
1988.03,-7.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
1989.03,-3,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
1990.03,-6.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
1991.03,-4.4,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
1992.03,-2.4,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
1993.03,4.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
1994.03,3.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
1995.03,2.6,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
1996.03,-1.1,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
1997.03,-0.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
1998.03,0.7,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
1999.03,-2.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
2000.03,3.6,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
2001.03,1.2,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
2002.03,-1.8,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
2003.03,6.3,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
2004.03,0.4,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
2005.03,-0.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
2006.03,-1.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
2007.03,-4.7,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
2008.03,-0.9,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
2009.03,-10.5,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
2010.03,-0.7,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
2011.03,3.9,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
2012.03,-1,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
2013.03,0.9,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
2014.03,0.2,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
2015.03,0.8,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
2016.03,1.4,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
2017.03,2,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
2018.03,3.1,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
2019.03,0.4,PROVISIONAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing
1978.03,1000,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1979.03,1043,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1980.03,1114,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1981.03,1125,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1982.03,1138,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1983.03,1132,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1984.03,1227,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1985.03,1241,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1986.03,1278,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1987.03,1264,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1988.03,1270,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1989.03,1224,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1990.03,1233,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1991.03,1234,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1992.03,1205,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1993.03,1158,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1994.03,1220,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1995.03,1257,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1996.03,1311,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1997.03,1184,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1998.03,1139,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1999.03,1156,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2000.03,1075,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2001.03,1053,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2002.03,990,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2003.03,1025,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2004.03,1021,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2005.03,978,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2006.03,918,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2007.03,941,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2008.03,902,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2009.03,858,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2010.03,866,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2011.03,883,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2012.03,835,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2013.03,830,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2014.03,800,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2015.03,799,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2016.03,805,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2017.03,779,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2018.03,758,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2019.03,758,PROVISIONAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1979.03,4.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1980.03,6.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1981.03,1,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1982.03,1.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1983.03,-0.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1984.03,8.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1985.03,1.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1986.03,3,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1987.03,-1.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1988.03,0.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1989.03,-3.6,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1990.03,0.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1991.03,0.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1992.03,-2.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1993.03,-3.9,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1994.03,5.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1995.03,3.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1996.03,4.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1997.03,-9.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1998.03,-3.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
1999.03,1.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2000.03,-7,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2001.03,-2.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2002.03,-5.9,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2003.03,3.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2004.03,-0.4,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2005.03,-4.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2006.03,-6.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2007.03,2.5,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2008.03,-4.2,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2009.03,-4.9,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
2010.03,1,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Electricity, Gas, Water and Waste Services"
